0,1,2,3,4
0.44168046,1.2703412,1.4609737,3.0413024,0.72061306
5.476904e-09,0.34416544,2.1192806,3.221808,1.1469966
5.775631e-13,0.44819915,0.8958396,7.66702,0.15628746
1.1288078,0.3899063,1.6338955,1.2926347,1.4916784
20.65656,3.1244515e-15,2.359224,0.37519985,6.7544937
1e-16,14.570195,1e-16,2.5696692,0.3043728
7.538886e-10,1e-16,5.2733197,7.259566,1e-16
0.0035015135,0.16518632,1.9103299,7.7435045,0.27317953
3.2655178e-12,0.04976829,1.1840664,6.4600277,0.13498676
1e-16,0.059946828,0.9069731,7.952325,0.37902582
0.16205911,0.42756438,2.123934,5.280636,0.75909424
0.06957048,0.32447386,6.078012,3.719457,0.76490724
1.7438195e-10,1e-16,6.0808088e-05,15.6961775,0.22686435
1e-16,1e-16,0.4753729,12.3716,0.08437603
0.0047429893,0.3460696,4.5102115,10.931173,1.1657417
0.28711674,0.06679353,7.967242,4.201984,0.2663453
0.44287005,0.32390332,1.068362,0.9809194,0.20699453
0.039114863,0.3190484,1.7614111,9.111455,0.17928752
2.3016298e-09,0.19031776,1.6618307,1.4215404,0.16454731
2.195788,0.03932833,0.7242638,0.4761432,4.953381
0.37532625,0.34109727,3.7129724,2.1295319,0.758829
1.071537e-09,0.14871404,1.1956946,3.968239,0.040395115
20.938854,2.54633,5.866412e-12,1.7879256,20.067093
1e-16,1e-16,4.892275,7.7660313,5.9054424e-12
0.04189493,0.04136635,1.7321514,7.427305,0.046627946
0.9099705,1.3520308,1.1826597,0.86222506,1.6248558
0.02192871,0.040640105,0.8474521,8.351885,0.0002512783
8.175702,0.35358256,3.38672,3.0089881,10.213841
2.9326243,0.28394714,4.854115,3.7756839,4.0830655
0.478949,0.25329712,3.0616558,2.3586538,0.53098875
0.0001252437,2.805727,2.3750439,1.9181405,0.39364612
1e-16,1.3956995,1.0238472,1.5863034,0.17418462
1.9217524e-13,0.09363581,0.63247436,6.2628136,0.38523987
0.0058311657,1.5566831,0.71382886,2.281939,0.23127817
9.882962e-07,0.016605245,0.7640862,5.1867166,1.390547e-07
0.39528167,0.71229434,2.812498,3.4441075,1.6038061
0.41737685,0.5986734,1.9598913,2.8549402,0.997395
2.8380228e-13,23.319357,6.318962e-08,6.469055,1.0625248
2.2227356,0.0417468,8.309684,3.4489877,2.5998368
0.21252064,0.06089913,6.242085,3.54488,0.3386289
0.061208427,0.28207728,4.0013285,7.962418,1.2094818
1e-16,1e-16,0.4216413,7.7164235,1e-16
6.476062,0.26706362,1.877426,0.66975045,4.8980045
8.015575,3.6026406,11.225215,12.864154,15.929456
0.024849005,0.22519647,8.062947,9.649761,0.69502956
2.3274228e-11,5.4962118e-11,1.236187,1.2211343,0.35117295
23.587898,0.047365017,0.65663606,0.2603702,18.926514
0.47993582,1.134222,0.4829601,6.959201,1.5979505
1e-16,1e-16,1.3070459e-11,6.620681,2.916215e-09
4.7876835e-08,10.320871,1.396152,4.6069918e-06,67.5985
0.04834609,0.08856224,4.050347,1.919447,0.45699432
0.048413318,0.11183045,1.4762424,10.6621475,0.8688006
1.2645999e-15,1.12303606e-13,7.406516,7.5597053,1e-16
8.20487,0.74005663,0.9470056,0.8291908,10.256325
0.06477769,0.20695738,2.6482356,0.97150725,0.44519517
1e-16,1e-16,2.8890975,12.88757,1e-16
9.167822e-05,2.73284,1.2447269,1.4944762,0.573433
6.2663014e-11,0.10111225,1.285483,2.7724028,0.090088665
9.501075,0.14450291,2.9678743,2.7507372,7.739891
4.240653e-11,12.5819435,1e-16,1.6292816,0.002678432
1e-16,0.094499946,3.438175,6.607664,1e-16
0.16874419,28.526989,4.437415e-08,4.2099857,1.5835766
0.63856035,0.7333334,2.2926424,2.6548135,6.743019
0.17031308,0.29946816,4.8938866,7.5667734,0.8549108
0.08953347,0.00024338349,7.3082366,3.7685857,1.27027075e-14
4.3044436e-14,0.7332372,2.95093,16.220129,0.6263744
1.8420885e-06,6.8401923,8.09383,5.041219,0.52423286
4.03465,0.98935175,3.5355313,7.414215,3.308064
1e-16,0.121760294,3.1198387,5.3455353,1e-16
2.3463852,0.13624083,3.5938869,3.7969203,1.2293016
1.823166e-12,0.21487395,2.694106,9.811166,0.24139579
1.6778484e-16,0.022194553,0.5316667,6.4799156,1e-16
4.0887968e-05,1e-16,3.5317662,12.309177,0.3437355
0.6990254,0.8444386,1.3484507,0.9340224,1.4868517
0.40923902,10.607346,2.0137465,1.3118638,0.00321706
10.377913,3.3457127,0.63813025,0.6197954,13.923505
6.3975816,0.8157044,1.7303911,3.0703886,8.74633
2.203862e-06,6.6139526,5.9786005,2.4158046,6.707443e-12
7.0832586,0.13017792,1.0587596,0.8823565,1.0594044
0.5422885,1.7438102,3.4892478,2.0160418,0.06800243
0.066062294,13.032444,14.142358,13.558125,1.0330201
7.9637774e-10,0.1620627,2.0391278,1.15516,0.45587814
6.2304723e-12,0.53041106,1.8948233,9.299715,0.18791416
0.0772413,0.17653786,1.8006452,1.3560704,0.40406728
0.022107739,1e-16,2.3375387,1.9825246,0.33835387
0.09030318,8.682874e-05,1.4138514,12.365019,0.054928876
0.287721,0.62127584,0.8403708,1.6428066,0.5662377
1.5444896,2.9036653,8.956312,7.949658,4.3945513
1.9386973,1.2078782,2.841407,2.3875566,1.291055
1e-16,0.52917856,0.592872,1.3749502,0.071516715
0.23527038,2.012513,3.4436643,5.740821,2.5261085
19.080359,1.3754371e-07,0.9377059,0.09499425,26.424742
22.830814,1.1902586,0.7678389,0.72155917,6.039965
0.0033744469,3.4709353,4.558461,3.3067021,0.39854294
2.143811e-12,0.18781494,0.9380339,2.8055518,0.17931624
8.741293e-06,24.756256,1.1768528e-16,3.6088443,0.53645223
2.3918252,13.481513,13.826465,4.4932003,7.06281e-07
0.08693948,0.034781158,1.7753724,0.8078339,0.15691388
0.44078928,19.325085,1.8707301e-06,3.5856693,1.2932122
1e-16,0.03571905,0.9070388,4.8326406,1e-16
0.06315985,0.15038145,5.204676,3.0785265,0.43998468
1e-16,0.40431935,1.1760393,12.581779,0.08001398
0.42460847,0.26265755,12.211863,4.253294,1.1000564
18.753016,3.4649959,2.9606197,1.0392817,25.017693
8.054356,0.08513369,1.3542408,0.8377529,11.135714
11.59303,1.5910166e-11,2.0234396,3.137747,9.378728
0.00011940531,0.51605844,3.7448428,3.0820885,0.6921593
2.1168892,2.0732684e-06,1.5188702,1.1855685,0.9922721
5.902075,4.620634,1.435278,4.2426977,5.484123
6.1644106,0.19851577,5.1366553,3.2311928,5.0394044
18.602345,1.2469385,0.41492218,0.6130069,4.304186
0.8228402,1e-16,8.514379,1.6397555,0.1710227
0.01979812,1e-16,1.1409612,5.172809,3.5511703e-13
0.10556302,1.07991165e-10,0.015003512,0.009581397,0.0061489744
6.3099396e-13,0.80728376,0.3937465,2.4515321,0.06446702
5.801857e-14,0.02166371,3.0450171e-12,6.3374615,0.14089037
1e-16,1e-16,3.0221136,7.1122103,1e-16
8.440108e-10,6.9154114e-14,0.26257175,4.4139743,0.00061897776
0.24909577,0.13669363,3.5400114,2.910727,1.2242888
1.0597186e-16,0.6892208,1.2884811,7.904074,0.73820513
0.06454352,2.2356453,1.9573246,1.0768162,0.35607818
0.561909,0.9567038,3.8426797,2.036178,1.4095379
9.428393,0.74326783,1.4359004,1.7270374,9.829318
1.7769386,0.5347648,1.533705,0.9842654,2.8165212
0.053025298,0.0122319255,1.89707,0.6022715,4.3080033e-07
1.174814e-09,1e-16,0.7553185,9.739738,1e-16
0.06342042,0.18758193,2.4825463,1.4198002,0.26078856
0.060459547,0.14707777,3.3685274,1.8548967,0.97516614
0.0014599847,0.09508578,3.7760978,5.5312505,4.452064
3.2640026,0.5755492,8.290385,5.7567735,5.0593424
0.03820812,1.9741423,1.6277744,3.1345263,1.4010342
0.012663108,0.6143426,2.8583846,5.1662154,1.2196637
30.974619,0.07522682,0.6634287,1.3132021,5.1814976
17.141071,11.398057,2.6420286,1.1191028,0.15366174
0.17680345,3.4704528,14.619209,9.920305,0.3177326
25.267794,0.54977703,2.3367696,3.23643,98.24769
1e-16,1e-16,1.1653291,5.1818886,1e-16
1e-16,0.05249659,1.9175714,2.1147602,0.10337385
1e-16,0.24225135,0.6210964,8.450314,0.30042762
0.10014785,1.867086e-08,6.638071,2.3368437,5.739535e-10
1.87337e-05,0.1881598,7.5937157,6.0867863,0.96528053
