,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,-3.894132137298584,-3.818859815597534,-4.855393409729004,-7.354638364631683e-05,-4.234291076660156,-1.0494329929351807,-7.354638364631683e-05,-5.45808744430542,-0.026295524090528488,-4.507341384887695,-4.429325103759766,-3.345302104949951,-5.790330410003662,-0.03639629855751991,-4.1018967628479,-3.698768377304077,-3.5539510250091553,-7.354638364631683e-05,-3.9506301879882812,-4.92600679397583,-6.126124382019043,-7.354638364631683e-05,-1.0882095098495483,-4.520160675048828,-4.585080623626709,-4.928005695343018,-2.9623358249664307,-3.6530747413635254,-4.131019115447998,-4.84719705581665,-3.683861255645752,-3.364288568496704,-4.534416675567627,-5.503937244415283,-3.4180848598480225,-4.265691757202148,-7.354638364631683e-05,-4.097804546356201,-3.696463108062744,-3.918999433517456,-4.060188293457031,-5.5493950843811035,-4.397137641906738,-3.61354660987854,-3.398057222366333,-4.048229217529297,-3.6508548259735107,-3.7796571254730225,-0.08750356733798981,-3.902682065963745,-4.490145683288574,-0.06112031638622284,-4.150914192199707,-5.59519100189209,-4.036055088043213,-3.8492074012756348,-4.602797031402588,-4.8036980628967285,-3.742180109024048,-0.0005538248224183917,-1.0703288316726685,-4.244619846343994,-4.362946510314941,-3.9755806922912598,-4.602585792541504,-6.051639556884766,-3.645465850830078,-1.712998390197754,-0.00984278880059719,-0.1068878024816513,-3.0562291145324707,-2.170942783355713,-3.8892903327941895,-3.3451688289642334,-3.7540745735168457,-3.8025248050689697,-4.7134575843811035,-4.402475833892822,-0.007244863081723452,-3.2757444381713867,-3.6121439933776855,-7.354638364631683e-05,-1.1032171249389648,-7.354638364631683e-05,-3.286184787750244,-4.1850056648254395,-4.50141716003418,-7.354638364631683e-05,-3.9584238529205322,-3.6992831230163574,-0.03282691165804863,-4.738929748535156,-5.152411937713623,-6.391298294067383,-3.249732255935669,-3.937551498413086,-0.0277792327105999,-2.653538942337036,-0.45421692728996277,-3.6790194511413574
1,-3.9664642810821533,-2.6844329833984375,-4.611334800720215,-9.162334026768804e-05,-3.8235924243927,-1.0649421215057373,-9.162334026768804e-05,-4.425609111785889,-0.03627050295472145,-5.027274131774902,-6.699576377868652,-3.82348895072937,-4.259358882904053,-0.05021427571773529,-4.6297526359558105,-4.030133247375488,-3.924562454223633,-9.162334026768804e-05,-4.688244342803955,-3.864521026611328,-5.165157318115234,-9.162334026768804e-05,-1.2544093132019043,-4.9793267250061035,-4.919438362121582,-6.195349216461182,-4.007708549499512,-4.58234977722168,-4.4787068367004395,-4.344592094421387,-5.53865385055542,-3.4889023303985596,-4.650096416473389,-5.021273612976074,-6.401033878326416,-5.746764659881592,-9.162334026768804e-05,-4.4407219886779785,-3.7465312480926514,-5.013930797576904,-4.070688247680664,-4.323517799377441,-4.961525917053223,-4.4454827308654785,-3.790436029434204,-5.060993194580078,-3.8522720336914062,-4.487358093261719,-0.12061955779790878,-4.173487663269043,-5.117313861846924,-0.0842893123626709,-4.48147439956665,-7.713386535644531,-4.996391296386719,-4.048377990722656,-5.378399848937988,-5.279027938842773,-4.195168495178223,-0.0007411284605041146,-1.0268957614898682,-4.725987911224365,-4.476869106292725,-3.9818456172943115,-4.818586349487305,-8.016446113586426,-6.745486736297607,-1.1052567958831787,-0.01355766411870718,-0.14729134738445282,-3.286963701248169,-2.87762713432312,-4.216261863708496,-6.148946762084961,-4.0070600509643555,-4.946362018585205,-4.158411502838135,-7.4797282218933105,-0.009971396066248417,-3.3468499183654785,-4.390262126922607,-9.162334026768804e-05,-1.0451762676239014,-9.162334026768804e-05,-3.565457582473755,-3.8348770141601562,-4.679715156555176,-9.162334026768804e-05,-4.397469520568848,-3.97717022895813,-0.0452871173620224,-5.342287540435791,-4.491126537322998,-4.8836750984191895,-4.5798726081848145,-4.2352752685546875,-0.03831876814365387,-3.0367393493652344,-2.233703851699829,-4.218541622161865
2,-4.266936779022217,-2.688178539276123,-4.57521390914917,-0.00010322168236598372,-5.169460773468018,-1.1238340139389038,-0.00010322168236598372,-4.46003532409668,-0.04367733746767044,-4.739348888397217,-5.362419128417969,-4.082624912261963,-4.83146858215332,-0.060478728264570236,-4.578279972076416,-4.339359283447266,-5.3584885597229,-0.00010322168236598372,-4.613430976867676,-3.9481306076049805,-4.984725475311279,-0.00010322168236598372,-1.4189674854278564,-5.331495761871338,-5.182775020599365,-4.836165428161621,-3.328256368637085,-4.429612159729004,-5.879817485809326,-4.642950057983398,-4.882869720458984,-4.447916507720947,-5.129533767700195,-5.849564075469971,-3.9585018157958984,-4.562239170074463,-0.00010322168236598372,-5.508700847625732,-4.734289646148682,-5.962079048156738,-4.247786998748779,-5.021528720855713,-5.086645126342773,-4.019619941711426,-3.789665699005127,-5.898714542388916,-4.650304794311523,-4.288651466369629,-0.1451820582151413,-4.562042713165283,-5.195219993591309,-0.10148739814758301,-4.884954452514648,-5.681110858917236,-5.351587772369385,-4.599923610687256,-4.661564350128174,-6.5322980880737305,-4.620020866394043,-0.0008734538569115102,-2.3185911178588867,-5.0155839920043945,-5.095119476318359,-4.1217851638793945,-6.349454402923584,-4.838306903839111,-4.062363624572754,-1.1964439153671265,-0.016309455037117004,-0.17724202573299408,-4.302237510681152,-1.974845290184021,-4.950392723083496,-3.796501636505127,-4.165975093841553,-4.436664581298828,-4.333700656890869,-4.804354667663574,-0.011988339014351368,-3.6150870323181152,-4.069637298583984,-0.00010322168236598372,-1.0516737699508667,-0.00010322168236598372,-3.671656847000122,-4.680671215057373,-5.5856194496154785,-0.00010322168236598372,-4.1737165451049805,-4.118153095245361,-0.05454203486442566,-5.213499546051025,-4.580163478851318,-4.809459686279297,-3.4846158027648926,-5.394927024841309,-0.046145420521497726,-3.0696966648101807,-0.7456464767456055,-4.247345924377441
3,-4.219116687774658,-2.5554065704345703,-4.404928207397461,-9.3020498752594e-05,-5.542443752288818,-1.5524370670318604,-9.3020498752594e-05,-4.887712478637695,-0.03711838275194168,-4.608172416687012,-5.106066703796387,-4.050375938415527,-4.330934047698975,-0.05138910189270973,-4.437710285186768,-3.9810473918914795,-4.063241004943848,-9.3020498752594e-05,-4.338089942932129,-3.8227269649505615,-9.574716567993164,-9.3020498752594e-05,-1.2719078063964844,-4.846426010131836,-5.722294330596924,-4.431308269500732,-3.3491439819335938,-3.9951109886169434,-6.702977657318115,-4.290268898010254,-4.591751575469971,-4.57384729385376,-4.6535258293151855,-5.484106540679932,-4.6669392585754395,-4.628568649291992,-9.3020498752594e-05,-4.607096195220947,-3.862971544265747,-6.4149675369262695,-4.1017165184021,-6.124392986297607,-5.139220714569092,-4.311031818389893,-5.744814872741699,-4.614270210266113,-4.879382610321045,-4.967400074005127,-2.2210428714752197,-4.3844709396362305,-4.958747863769531,-0.08625826984643936,-4.953341007232666,-5.261404514312744,-4.659114837646484,-4.338221073150635,-4.265035629272461,-5.6811089515686035,-4.546381950378418,-0.0007565557607449591,-1.04987370967865,-5.409640312194824,-4.593389987945557,-4.212027072906494,-7.073850631713867,-4.443426609039307,-3.7886106967926025,-2.1556239128112793,-0.013872954994440079,-0.15072207152843475,-3.5619149208068848,-1.839599847793579,-5.080376625061035,-3.763749361038208,-4.257991790771484,-4.416637420654297,-4.422765731811523,-5.107768535614014,-0.01020260900259018,-3.339700698852539,-3.982534408569336,-9.3020498752594e-05,-0.9269498586654663,-9.3020498752594e-05,-3.550579309463501,-3.390828847885132,-4.711123466491699,-9.3020498752594e-05,-4.091931343078613,-4.301835536956787,-0.04634643718600273,-5.451411247253418,-4.3874688148498535,-4.769615650177002,-3.3602421283721924,-4.540896415710449,-0.03921468183398247,-4.4343414306640625,-1.1167913675308228,-4.747874736785889
4,-4.094494342803955,-3.144390821456909,-4.3516764640808105,-9.662073716754094e-05,-3.913012981414795,-1.2630664110183716,-9.662073716754094e-05,-4.4827680587768555,-0.03935801237821579,-7.243531703948975,-6.186133861541748,-3.609126091003418,-4.474067211151123,-0.05449255183339119,-4.86051607131958,-4.045010089874268,-3.9102795124053955,-9.662073716754094e-05,-4.254369258880615,-4.080377101898193,-4.955438137054443,-9.662073716754094e-05,-4.049017429351807,-5.138160705566406,-5.201868534088135,-5.027255535125732,-6.247187614440918,-4.851753234863281,-4.443563461303711,-5.407531261444092,-4.024996757507324,-3.556896209716797,-4.716696739196777,-7.624453544616699,-4.541627883911133,-4.446409225463867,-9.662073716754094e-05,-6.423600196838379,-4.025371551513672,-4.942488670349121,-4.58087158203125,-4.368299961090088,-4.9427571296691895,-4.325603485107422,-3.8998255729675293,-5.249171733856201,-4.267004013061523,-4.094430446624756,-0.13086117804050446,-4.501772403717041,-4.814117908477783,-0.09145886451005936,-4.734757423400879,-5.401786804199219,-4.454105854034424,-4.444309711456299,-4.447244644165039,-6.9933247566223145,-4.167656421661377,-0.0007969526923261583,-1.1103571653366089,-4.970710754394531,-5.206696033477783,-5.039851188659668,-5.198770999908447,-6.6092095375061035,-3.7992026805877686,-1.4456191062927246,-0.014705423265695572,-0.15978138148784637,-3.688358783721924,-3.1046228408813477,-4.569133281707764,-4.133482456207275,-4.1218438148498535,-4.274783611297607,-4.23702335357666,-4.576162338256836,-0.010812935419380665,-3.3113436698913574,-3.974454879760742,-9.662073716754094e-05,-0.9806597828865051,-9.662073716754094e-05,-6.092028617858887,-3.4410240650177,-4.964056015014648,-9.662073716754094e-05,-4.632678985595703,-4.002139568328857,-0.04914471134543419,-5.105240345001221,-4.4970879554748535,-4.912736415863037,-3.5873098373413086,-4.343372821807861,-0.04158121347427368,-3.0598599910736084,-1.0987643003463745,-4.658614158630371
5,-4.095941066741943,-3.6682932376861572,-4.474393367767334,-9.523141488898546e-05,-5.165098190307617,-1.0793284177780151,-9.523141488898546e-05,-4.900596618652344,-0.03848428279161453,-5.676281452178955,-4.913259029388428,-3.6400179862976074,-5.171675682067871,-0.053281787782907486,-6.6712141036987305,-4.162637233734131,-4.006715297698975,-9.523141488898546e-05,-4.152935981750488,-4.152934551239014,-4.8637003898620605,-9.523141488898546e-05,-1.3009111881256104,-5.4329023361206055,-5.099595546722412,-4.384483337402344,-3.5599565505981445,-5.041768550872803,-5.12413215637207,-4.358292102813721,-4.150875091552734,-3.78067946434021,-4.695093154907227,-5.407777786254883,-5.333302974700928,-4.395064353942871,-9.523141488898546e-05,-4.444795608520508,-4.403561592102051,-4.238041877746582,-4.154358386993408,-4.436464786529541,-5.844484806060791,-3.9333133697509766,-3.61694073677063,-5.063729286193848,-3.656921148300171,-4.692333221435547,-2.189727783203125,-4.711294651031494,-4.780086040496826,-0.08943004906177521,-4.279085159301758,-5.200486183166504,-4.508534908294678,-4.713087558746338,-5.898984432220459,-6.149612903594971,-4.362517356872559,-0.0007812533876858652,-1.0867975950241089,-4.800238609313965,-4.71737003326416,-6.122262001037598,-5.419846057891846,-4.57600736618042,-4.26710844039917,-1.129438042640686,-0.01438072044402361,-0.1562476009130478,-3.3442907333374023,-1.9504650831222534,-4.1391401290893555,-3.7570323944091797,-4.07908821105957,-6.638151168823242,-4.6853790283203125,-4.665958881378174,-0.010574904270470142,-3.490025281906128,-4.014658451080322,-9.523141488898546e-05,-1.0437103509902954,-9.523141488898546e-05,-3.5911874771118164,-3.4163546562194824,-4.843067169189453,-9.523141488898546e-05,-4.4935622215271,-4.412738800048828,-0.048053015023469925,-5.865884780883789,-4.525126934051514,-4.570265293121338,-3.4171245098114014,-4.52900505065918,-0.04065796732902527,-3.067077398300171,-0.6592860221862793,-4.218443393707275
6,-4.021760940551758,-2.9510433673858643,-4.665570259094238,-9.805758600123227e-05,-5.84337043762207,-1.5022355318069458,-9.805758600123227e-05,-4.363807678222656,-0.04027435556054115,-4.533605575561523,-5.087606906890869,-3.822911024093628,-4.5119948387146,-0.05576242133975029,-7.8197526931762695,-4.534322738647461,-4.842522621154785,-9.805758600123227e-05,-4.342195987701416,-4.194788932800293,-4.863068103790283,-9.805758600123227e-05,-1.3916876316070557,-4.9395856857299805,-7.983790397644043,-5.096755027770996,-3.346907615661621,-4.404736042022705,-5.70497989654541,-4.700003623962402,-4.090692043304443,-4.963328838348389,-4.731740951538086,-5.403743267059326,-3.8534648418426514,-4.472052574157715,-9.805758600123227e-05,-4.454015731811523,-4.066860675811768,-4.282479286193848,-5.276571273803711,-4.602851390838623,-5.005273342132568,-4.141300201416016,-5.987170696258545,-4.561979293823242,-3.7107431888580322,-4.095165252685547,-0.1339000165462494,-5.144476890563965,-5.118942737579346,-0.09358655661344528,-4.550278663635254,-6.235459327697754,-6.406540393829346,-5.06215238571167,-5.993824005126953,-7.3266167640686035,-4.259004592895508,-0.0008133355295285583,-1.5899739265441895,-4.78840970993042,-5.050928115844727,-4.055914878845215,-4.687463283538818,-5.125837802886963,-3.8183634281158447,-1.4366329908370972,-0.015045879408717155,-0.16348688304424286,-3.6546969413757324,-2.084815740585327,-4.3120036125183105,-3.7904248237609863,-4.08992338180542,-4.206073760986328,-4.530432224273682,-5.241621017456055,-0.011062480509281158,-5.838186264038086,-5.604356288909912,-9.805758600123227e-05,-1.0025664567947388,-9.805758600123227e-05,-3.9914681911468506,-3.428307294845581,-5.110018730163574,-9.805758600123227e-05,-4.9041337966918945,-4.123528957366943,-0.050289686769247055,-5.13510799407959,-4.4653191566467285,-4.6179962158203125,-3.4135568141937256,-5.6165337562561035,-0.0425494946539402,-3.712686538696289,-1.0923091173171997,-4.635517597198486
7,-4.2602858543396,-2.6506168842315674,-5.972108364105225,-0.00010445247608004138,-4.117860317230225,-1.1322153806686401,-0.00010445247608004138,-4.4720587730407715,-0.044514358043670654,-4.671756267547607,-5.130383014678955,-4.95391845703125,-5.160993576049805,-0.06163889169692993,-5.456826210021973,-4.341336727142334,-4.277893543243408,-0.00010445247608004138,-4.3533711433410645,-3.9440863132476807,-5.672988414764404,-0.00010445247608004138,-1.4389755725860596,-5.111006259918213,-5.958855628967285,-4.55068302154541,-3.6628878116607666,-4.3292107582092285,-4.561030387878418,-5.041347026824951,-4.666119575500488,-3.848090887069702,-5.3842058181762695,-7.455928802490234,-4.201758861541748,-5.263338565826416,-0.00010445247608004138,-4.582051753997803,-3.947019338607788,-4.9376325607299805,-4.949263095855713,-4.453685283660889,-5.6090264320373535,-4.365009784698486,-3.9403820037841797,-5.525881767272949,-3.784179449081421,-4.254410266876221,-0.14795631170272827,-4.723326683044434,-4.926894187927246,-0.10343058407306671,-4.825479984283447,-5.515920162200928,-4.682382106781006,-5.0974297523498535,-6.222524642944336,-5.227289199829102,-4.302605152130127,-0.0008880699751898646,-1.2484568357467651,-4.755282878875732,-4.702352523803711,-4.9082841873168945,-5.722014904022217,-4.7016730308532715,-3.9475972652435303,-1.9308606386184692,-0.01662006974220276,-0.18062393367290497,-3.8959708213806152,-1.9964008331298828,-4.249545097351074,-3.871413230895996,-4.778052806854248,-4.32060432434082,-7.480519771575928,-4.812605857849121,-0.012215860188007355,-5.453437328338623,-4.122420787811279,-0.00010445247608004138,-1.0542479753494263,-0.00010445247608004138,-4.0090556144714355,-5.035704135894775,-4.950279712677002,-0.00010445247608004138,-5.241199016571045,-4.120229244232178,-2.9484071731567383,-6.383534908294678,-5.375464916229248,-5.236635684967041,-4.135138034820557,-4.76997184753418,-0.04702991619706154,-3.163003921508789,-1.0685749053955078,-4.179079532623291
8,-4.329629421234131,-2.9559719562530518,-4.561363697052002,-9.653803135734051e-05,-6.220605373382568,-1.2614730596542358,-9.653803135734051e-05,-4.3411993980407715,-0.0393056645989418,-5.4192023277282715,-4.802722454071045,-4.104115962982178,-4.534040927886963,-0.05442001298069954,-4.630072593688965,-9.9970121383667,-4.033600807189941,-9.653803135734051e-05,-4.629605770111084,-4.082192897796631,-5.357912540435791,-9.653803135734051e-05,-1.3908168077468872,-5.335097789764404,-5.100168228149414,-5.268887996673584,-3.316664934158325,-4.623350143432617,-4.443422794342041,-4.710026264190674,-4.083975315093994,-3.6713898181915283,-4.758237361907959,-9.308570861816406,-3.7943763732910156,-5.198244094848633,-9.653803135734051e-05,-4.9165449142456055,-4.257498741149902,-4.110321521759033,-5.074207305908203,-4.334871292114258,-4.807677745819092,-4.081355571746826,-3.700849771499634,-4.403768539428711,-4.028785228729248,-4.657682418823242,-0.13068756461143494,-4.497853755950928,-4.800369739532471,-0.09133731573820114,-4.609087944030762,-5.6551384925842285,-4.6378092765808105,-4.72896671295166,-4.8560872077941895,-6.25568962097168,-5.329668045043945,-0.0007960142684169114,-1.608069896697998,-7.337106227874756,-6.472128391265869,-4.618558883666992,-4.709497451782227,-5.490002632141113,-3.798616409301758,-1.1391348838806152,-0.014685972593724728,-0.15956969559192657,-3.459174394607544,-4.07307243347168,-4.148841857910156,-3.7214035987854004,-4.767101764678955,-4.1673150062561035,-4.916207790374756,-5.056046009063721,-0.010798677802085876,-3.278881549835205,-4.087172508239746,-9.653803135734051e-05,-3.9249815940856934,-9.653803135734051e-05,-5.669951438903809,-4.227484226226807,-5.052412033081055,-9.653803135734051e-05,-4.259087562561035,-4.2153425216674805,-0.04907930642366409,-5.202850341796875,-5.106296062469482,-4.591305255889893,-3.4184513092041016,-4.422852516174316,-0.04152590036392212,-3.048349618911743,-0.672985315322876,-4.585874080657959
9,-4.196259498596191,-2.6001386642456055,-4.505261421203613,-0.00010385127097833902,-4.299502849578857,-2.110978126525879,-0.00010385127097833902,-4.697925567626953,-0.04410422965884209,-4.621329307556152,-5.625326156616211,-3.8185579776763916,-4.758703231811523,-0.06107042357325554,-5.17799711227417,-4.244945049285889,-4.1985764503479,-0.00010385127097833902,-4.781700611114502,-4.8728346824646,-4.977411270141602,-0.00010385127097833902,-1.7054164409637451,-5.861982822418213,-5.089821815490723,-4.946057319641113,-3.3454957008361816,-4.91273832321167,-4.551713466644287,-5.144183158874512,-4.972411632537842,-4.416223526000977,-5.1861186027526855,-5.128835678100586,-4.394423007965088,-5.0227484703063965,-0.00010385127097833902,-4.53568696975708,-4.195621013641357,-4.840737342834473,-5.1978960037231445,-6.708832263946533,-4.899472713470459,-4.029157638549805,-4.353664875030518,-4.736111164093018,-3.7939293384552,-4.1171417236328125,-0.1465970128774643,-4.426928520202637,-7.248321533203125,-0.10247845947742462,-5.005770683288574,-5.314504623413086,-4.663328170776367,-4.750690460205078,-4.388357639312744,-5.964770793914795,-4.766707420349121,-0.000880916602909565,-1.2375308275222778,-4.761202812194824,-4.702967643737793,-4.621795654296875,-4.918423175811768,-5.384400367736816,-3.919668197631836,-1.9410462379455566,-0.016467882320284843,-0.17896690964698792,-3.9147095680236816,-3.6368722915649414,-5.5330681800842285,-3.8700454235076904,-4.381560325622559,-4.854252815246582,-4.342123508453369,-6.732097148895264,-0.012104388326406479,-3.4746551513671875,-5.736576080322266,-0.00010385127097833902,-1.0936977863311768,-0.00010385127097833902,-3.9745380878448486,-3.509716510772705,-6.019436359405518,-0.00010385127097833902,-4.604562759399414,-4.410991668701172,-0.0550755113363266,-5.318320274353027,-4.665079116821289,-5.070468425750732,-4.636066913604736,-4.422833442687988,-0.04659652337431908,-5.362124919891357,-1.0704632997512817,-4.165082931518555
