,0
0,-21.67291080396992
1,-7.679014976868029
2,-7.450267301823326
3,-7.288793242006727
4,-7.166444459414803
5,-7.068255169550233
6,-6.985244078098801
7,-6.91162348193613
8,-6.843414210983938
9,-6.777715227130945
10,-6.712305053523599
11,-6.645427305236733
12,-6.575689743748777
13,-6.502041341004206
14,-6.4238056077066865
15,-6.3407487188421845
16,-6.253152224701009
17,-6.161849369878896
18,-6.068182876986307
19,-5.973861526477825
20,-5.880731984969345
21,-5.790522055132111
22,-5.704626414784224
23,-5.623986141765711
24,-5.549073250028384
25,-5.479955806543403
26,-5.416403540284497
27,-5.357997922248281
28,-5.304224794341132
29,-5.254541910843725
30,-5.208423103966018
31,-5.165384679368209
32,-5.1249998514201565
33,-5.086905535562386
34,-5.050803981584381
35,-5.016460273228641
36,-4.983695972569218
37,-4.952379243135198
38,-4.9224124570070416
39,-4.893719101547355
40,-4.866232177509178
41,-4.839885896227938
42,-4.814611477253969
43,-4.790336700817441
44,-4.76698806300161
45,-4.744494125093814
46,-4.722788854787921
47,-4.701814191739519
48,-4.681521515771645
49,-4.661872030085954
50,-4.642836263660371
51,-4.624392970071998
52,-4.60652769500728
53,-4.589231238557164
54,-4.572498176905629
55,-4.556325546743663
56,-4.54071174299649
57,-4.525655640094104
58,-4.5111559200953355
59,-4.497210576601434
60,-4.483816559298012
61,-4.470969527070678
62,-4.458663684682462
63,-4.446891686072119
64,-4.435644594272797
65,-4.4249118925364135
66,-4.414681543167416
67,-4.404940090234329
68,-4.395672800590097
69,-4.38686383546977
70,-4.378496443184994
71,-4.370553162633473
72,-4.363016027669839
73,-4.355866763717747
74,-4.349086970017961
75,-4.342658283202607
76,-4.336562520088038
77,-4.330781799412061
78,-4.325298643556625
79,-4.320096062069262
80,-4.315157619095308
81,-4.310467486784798
82,-4.306010486485885
83,-4.301772119209354
84,-4.297738586540718
85,-4.2938968029415125
86,-4.2902344002372965
87,-4.286739725027389
88,-4.28340182974669
89,-4.280210458135413
90,-4.277156025903462
91,-4.274229597395152
92,-4.271422859057523
93,-4.268728090488817
94,-4.26613813379518
95,-4.263646361918044
96,-4.26124664651805
97,-4.2589333259194495
98,-4.256701173536504
99,-4.254545367124199
100,-4.252461459122031
101,-4.250445348293278
102,-4.248493252803557
103,-4.246601684831986
104,-4.244767426765211
105,-4.242987508988878
106,-4.241259189261757
107,-4.239579933634329
108,-4.237947398855216
109,-4.236359416195072
110,-4.2348139766075485
111,-4.233309217140336
112,-4.231843408505671
113,-4.230414943718373
114,-4.229022327710409
115,-4.227664167833563
116,-4.226339165165862
117,-4.22504610654268
118,-4.223783857239502
119,-4.222551354240177
120,-4.221347600031684
121,-4.220171656873725
122,-4.21902264149889
123,-4.217899720206136
124,-4.216802104316968
125,-4.215729045969744
126,-4.214679834232743
127,-4.213653791521043
128,-4.21265027030568
129,-4.211668650106025
130,-4.210708334757849
131,-4.209768749950111
132,-4.208849341023328
133,-4.207949571021504
134,-4.2070689189881785
135,-4.206206878495409
136,-4.20536295639255
137,-4.2045366717598105
138,-4.203727555049685
139,-4.202935147397947
140,-4.202159000084699
141,-4.201398674125356
142,-4.200653739971216
143,-4.199923777299644
144,-4.1992083748746705
145,-4.198507130459999
146,-4.19781965076807
147,-4.197145551430648
148,-4.196484456978454
149,-4.195836000819592
150,-4.195199825208696
151,-4.194575581200888
152,-4.1939629285867195
153,-4.193361535806127
154,-4.1927710798411635
155,-4.192191246088647
156,-4.191621728215156
157,-4.191062227997624
158,-4.190512455153518
159,-4.189972127164967
160,-4.189440969101377
161,-4.188918713445024
162,-4.188405099923854
163,-4.187899875355376
164,-4.187402793504921
165,-4.18691361496101
166,-4.18643210702978
167,-4.185958043649765
168,-4.185491205327569
169,-4.185031379094219
170,-4.18457835848135
171,-4.184131943515745
172,-4.183691940730172
173,-4.183258163188062
174,-4.182830430519133
175,-4.182408568962848
176,-4.181992411416376
177,-4.181581797483659
178,-4.1811765735221895
179,-4.180776592684122
180,-4.1803817149486076
181,-4.1799918071422955
182,-4.179606742945341
183,-4.17922640288045
184,-4.1788506742828675
185,-4.178479451249543
186,-4.178112634566057
187,-4.1777501316102335
188,-4.177391856231754
189,-4.177037728607381
190,-4.176687675071763
191,-4.176341627924117
192,-4.1759995252113455
193,-4.175661310488492
194,-4.175326932557651
195,-4.1749963451867425
196,-4.174669506809802
197,-4.174346380210632
198,-4.174026932191901
199,-4.173711133231968
200,-4.173398957131858
201,-4.1730903806550215
202,-4.172785383162573
203,-4.17248394624689
204,-4.172186053366437
205,-4.171891689484804
206,-4.171600840716878
207,-4.171313493985071
208,-4.171029636688395
209,-4.170749256387089
210,-4.170472340505272
211,-4.170198876053919
212,-4.169928849376133
213,-4.169662245916462
214,-4.169399050015583
215,-4.169139244731405
