"","CRC0001-2752_NA_H3K4me3-L_03092018-L","CRC0002-2301_NA_H3K4me3-L_17122019-L","CRC0002-2302_NA_H3K4me3-L_17122019-L","CRC0003-2737_NA_H3K4me3-L_17122019-L","CRC0003-2740_NA_H3K4me3-L_26082018-L","CRC0004-2751_NA_H3K4me3-L_03092018-L","CRC0004-3990_NA_H3K4me3-L_19022020-L","CRC0005-2865_NA_H3K4me3-L_28112019-L","CRC0005-2944_NA_H3K4me3-L_03122018-L","CRC0005-3110_NA_H3K4me3-L_09022019-L","CRC0005-3251_NA_H3K4me3-L_06052019-L","CRC0006-3135_NA_H3K4me3-L_27022019-L","CRC0006-4462_NA_H3K4me3-L_05102020-L","CRC0006-4620_NA_H3K4me3-L_11102020-L","CRC0006-4679_NA_H3K4me3-L_05102020-L","CRC0009-1995_NA_H3K4me3-L_17122019-L","CRC0009-1996_NA_H3K4me3-L_17122019-L","CRC0009-1997_NA_H3K4me3-L_17122019-L","CRC0009-2001_NA_H3K4me3-L_17122019-L","CRC0010-1913_NA_H3K4me3-L_17122019-L","CRC0010-1954_NA_H3K4me3-L_17122019-L","CRC0010-3743_NA_H3K4me3-L_28112019-L","CRC0010-3821_NA_H3K4me3-L_17122019-L","CRC0010-3864_NA_H3K4me3-L_17022020-L","CRC0010-3937_NA_H3K4me3-L_19022020-L","CRC0011-2010_NA_H3K4me3-L_28112019-L","CRC0012-3802_NA_H3K4me3-L_17122019-L","CRC0013-2572_NA_H3K4me3-L_17122019-L","CRC0015-3875_NA_H3K4me3-L_17022020-L","CRC0018-3881_NA_H3K4me3-L_19022020-L","CRC0020-3948_NA_H3K4me3-L_19022020-L","CRC0021-3313_NA_H3K4me3-L_28112019-L","CRC0021-3974_NA_H3K4me3-L_24042020-L","CRC0023-2754_NA_H3K4me3-L_17122019-L","CRC0023-3909_NA_H3K4me3-L_17022020-L","CRC0025-2815_NA_H3K4me3-L_19012020-L","CRC0025-2928_NA_H3K4me3-L_19022020-L","CRC0025-2929_NA_H3K4me3-L_19022020-L","CRC0025-3746_NA_H3K4me3-L_28112019-L","CRC0026-2854_NA_H3K4me3-L_17122019-L","CRC0028-3987_NA_H3K4me3-L_19022020-L","CRC0028-4021_NA_H3K4me3-L_19022020-L","CRC0030-3263_NA_H3K4me3-L_17122019-L","CRC0033-3900_NA_H3K4me3-L_19022020-L","CRC0033-4033_NA_H3K4me3-L_19022020-L","CRC0035-3402_NA_H3K4me3-L_28112019-L","CRC0036-3487_NA_H3K4me3-L_28112019-L","CRC0037-3903_NA_H3K4me3-L_19022020-L","CRC0040-3944_NA_H3K4me3-L_19022020-L","CRC0041-3770_NA_H3K4me3-L_28112019-L","CRC0041-3870_NA_H3K4me3-L_17022020-L","CRC0041-3957_NA_H3K4me3-L_19022020-L","CRC0048-3818_NA_H3K4me3-L_19022020-L","CRC0051-3956_NA_H3K4me3-L_19022020-L","CRC0053-3882_NA_H3K4me3-L_19022020-L","CRC0056-3941_NA_H3K4me3-L_19022020-L","CRC0056-4003_NA_H3K4me3-L_19022020-L","CRC0001-2746_NA_H3K4me3-L_26082018-L","CRC0002-2300_NA_H3K4me3-L_17122019-L","CRC0006-2970_NA_H3K4me3-L_05102020-L","CRC0007-2968_NA_H3K4me3-L_26122018-L","CRC0009-2004_NA_H3K4me3-L_17122019-L","CRC0010-1943_NA_H3K4me3-L_17122019-L","CRC0010-2600_NA_H3K4me3-L_17122019-L","CRC0010-2852_NA_H3K4me3-L_28112019-L","CRC0012-2065_NA_H3K4me3-L_19022020-L","CRC0014-3860_NA_H3K4me3-L_19022020-L","CRC0015-2138_NA_H3K4me3-L_19012020-L","CRC0015-3912_NA_H3K4me3-L_19022020-L","CRC0018-2504_NA_H3K4me3-L_17122019-L","CRC0021-3929_NA_H3K4me3-L_17022020-L","CRC0023-3947_NA_H3K4me3-L_19022020-L","CRC0023-3982_NA_H3K4me3-L_19022020-L","CRC0024-2816_NA_H3K4me3-L_17122019-L","CRC0028-3264_NA_H3K4me3-L_28112019-L","CRC0030-3335_NA_H3K4me3-L_28112019-L","CRC0034-3729_NA_H3K4me3-L_28112019-L","CRC0037-3488_NA_H3K4me3-L_28112019-L","CRC0040-3606_NA_H3K4me3-L_28112019-L","CRC0041-3775_NA_H3K4me3-L_28112019-L","CRC0041-3778_NA_H3K4me3-L_28112019-L","CRC0046-2264_NA_H3K4me3-L_17122019-L","CRC0047-4024_NA_H3K4me3-L_19022020-L","CRC0052-3960_NA_H3K4me3-L_19022020-L","CRC0053-4023_NA_H3K4me3-L_19022020-L","CRC0055-4009_NA_H3K4me3-L_19022020-L"
"norm",1,0.0160311144853388,0.0602133475356803,0.317664747086592,0.228457658550457,0.110100705225554,0.0308964298857951,0.142472483788089,0.14993457664552,0.00980420724133359,0,0.0480563545585647,0.0579574539063288,0.0359089713525232,0.0424038933048995,0.674950382154774,0.700663044028312,0.588934464514427,0.693681275250912,0.273634619026764,0.36482899149578,0.257535038769251,0.309097848618975,0.0815685185958128,0.237327564015886,0.251193677233211,0.0446715704157201,0.00941267696335452,0.013786313487122,0.0743349693888352,0.49514132944851,0.00619011353486577,0.0079924048270251,0.3268616247438,0.644012069304524,0.784287367695479,0.917234445575169,0.981074826927038,0.0371366160411567,0.47609504425143,0.0327163075178914,0.0908405530018705,0.132493177988094,0.145425069355062,0.0702117780877484,0.411446737568447,0.266025726363495,0.191116616419524,0.0609020458460353,0.422607622858721,0.283150835203015,0.122272849286572,0.073487874290326,0.876612436727099,0.0373199437622376,0.0539815569029134,0.0357948184175626,0.727206037531414,0.0321576671275898,0.0613900747419652,0.179552239178778,0.65599348056369,0.318155859722826,0.0774096693289711,0.132972030553717,0.414776598322678,0.048816486344097,0.0493218080882512,0.0372082300395139,1,0.0113137992196409,0.0814647440773595,0.0487450562528468,0.0214588263711475,0.0559666671180778,0.0926816093551746,0.663824428353341,0.0390516415242249,0.9077958544243,0.367867182305515,0.37706221360256,0.095949754069708,0.0259506752605607,0.0159773903708172,0.0395231794028073,0.520977903286406
