0,1,2,3,4,5,6,7,8,9
65.079994,1e-16,18.986574,5.440821,4.829809e-13,2.429151e-08,2.3556056e-11,1e-16,1e-16,1e-16
1e-16,0.49723923,1e-16,1e-16,1.1279284,1.185337,1.174964,0.8863733,36.284607,0.9156905
0.9325952,7.3981957,0.15079947,0.75006396,0.12668821,0.43086904,0.281873,3.6490798,1.5556287,10.008575
1e-16,0.23036812,0.054749243,4.568115,3.0046365,3.5136545,2.5332806,9.3543895e-06,0.28283954,5.6802254e-08
1.2690969e-09,3.061137,0.071433365,5.358052,1.6083626,0.55982524,7.4557877,0.4778098,2.5368867,3.2025952
0.06368327,0.2880292,0.14060892,3.4619858,2.5290375,0.008672892,2.5738769,0.14315698,0.5382288,0.003918696
0.5338992,0.6241107,0.00049662334,2.545176,1.7137562,0.6215784,1e-16,0.5228795,1.704964e-06,4.2539873e-06
8.327701e-11,0.002897883,19.819061,0.49586532,1.7828897,7.573105e-05,0.5700368,0.02030095,0.043095116,1e-16
5.8276334,2.2693775,1.712327,3.2235236,3.2190714,0.00048721657,0.46892998,0.24016285,0.024874697,3.3895227e-05
0.47036105,0.097652,0.11483927,8.662105,4.7237673,1.264084,5.5246444,0.00022508959,0.19209786,0.017448522
0.41840395,0.849467,1e-16,3.7734933,0.36322764,3.3763516,3.5831347,1.273411,0.81911874,1.4607185
2.7146966,1e-16,3.3040347,3.3668084,1.7062076,0.52265793,1.456672,1e-16,0.06623032,1e-16
1.3896999,3.180823,1.3215569,2.7241523,1.9895922,9.575458e-12,0.93548065,2.2439492,0.4126109,7.62223
0.006321505,1.8507876,3.7612472e-13,4.080907,2.2895727,3.5416733e-07,7.492616,141.53821,7.221554e-05,4.4720306
2.642951,4.748669,0.6353634,3.0340555,0.78036493,4.178271,2.251819,4.118809,0.1245056,9.416378
0.041497793,0.0729937,1e-16,5.4518576,4.124337,3.7130427,3.09645,8.45711e-15,0.24304532,1.5003006e-10
0.14529948,0.2946448,0.08134756,2.4849937,2.8698688,0.93332,0.2243428,0.24815269,0.20812905,0.08322388
0.37511465,0.26212412,2.4547822,1.6941557,0.9827905,0.7619967,0.60071486,1e-16,0.13111204,1e-16
4.251322,6.180888,2.7376294,2.0175934,0.94044024,4.2402167,4.0022283,11.208445,9.02861,4.063398
1.1305798,1.7016395,0.42931768,4.7009053,1.5093762,3.3258784,2.9266562,0.35640228,1.8916749,3.2929807
0.00022827413,1e-16,1e-16,0.23234376,5.801151,1.232738,9.378524,5.519557e-13,8.0511905e-15,1e-16
0.58647597,0.3615084,6.022881,2.879132,0.4521366,3.9163175,4.6103106,0.14552408,0.27263525,4.8055642e-14
0.19859616,0.19315737,1e-16,2.3723752,3.3392127,1e-16,9.462964e-06,1e-16,0.24367113,5.3952245e-16
