,0
0,-4.843046905964392
1,-4.650536468232143
2,-4.585654341168358
3,-4.55881148199985
4,-4.546267145651762
5,-4.539747087066931
6,-4.535904363664027
7,-4.533335043445615
8,-4.531435950855128
9,-4.529934829771805
10,-4.528698191088588
11,-4.527653053183218
12,-4.526754780760201
13,-4.5259733176487895
14,-4.525286988614697
15,-4.524679464060894
16,-4.524138060634923
17,-4.5236527089945495
18,-4.523215277995576
19,-4.522819099059172
20,-4.522458635296609
21,-4.522129259832983
22,-4.52182706111227
23,-4.521548761886886
24,-4.5212915495028625
25,-4.521053039187771
26,-4.520831195377053
27,-4.520624264590257
28,-4.5204307313411975
29,-4.520249280460095
30,-4.5200787786057
31,-4.519918215506849
32,-4.519766725025728
33,-4.51962352740245
34,-4.519487930579035
35,-4.519359333734518
36,-4.519237192077508
37,-4.519121022596273
38,-4.519010378524942
39,-4.518904880208937
40,-4.518804163243249
41,-4.518707913139429
42,-4.5186158359290465
43,-4.518527668571961
44,-4.518443171813825
45,-4.5183621168998345
46,-4.518284313018946
47,-4.518209569171985
48,-4.518137713955739
49,-4.518068581523822
50,-4.518002044687189
51,-4.5179379497438985
52,-4.517876183012623
53,-4.517816629173831
54,-4.517759169894239
55,-4.517703712027618
56,-4.517650155873839
57,-4.5175984186796745
58,-4.517548413461648
59,-4.517500063619779
60,-4.5174533013834015
61,-4.517408049284359
62,-4.517364248058128
63,-4.517321833269106
64,-4.517280751521776
65,-4.517240943458854
66,-4.517202361090032
67,-4.517164957839497
68,-4.517128676031186
69,-4.517093484311195
70,-4.517059333683203
71,-4.51702618610771
72,-4.516994008501534
73,-4.516962756455861
74,-4.516932400016004
75,-4.516902908613723
76,-4.516874245713792
77,-4.516846386253016
78,-4.5168192967073235
79,-4.516792955073288
80,-4.516767329131432
81,-4.516742402645452
82,-4.5167181394211715
83,-4.516694528807242
84,-4.516671546176702
85,-4.5166491640836615
86,-4.516627367765913
87,-4.516606131138044
88,-4.5165854459900725
89,-4.5165652885620995
90,-4.516545638342862
91,-4.5165264864127135
92,-4.51650781040259
93,-4.516489599523864
94,-4.516471836924815
95,-4.516454501330309
96,-4.516437596934839
97,-4.516421093890633
98,-4.516404989725032
99,-4.516389260082647
