,0
0,-51.24620430063498
1,-10.90928027224718
2,-10.229436520549687
3,-9.944863451769827
4,-9.838390518575515
5,-9.792121433188694
6,-9.764778621447586
7,-9.74098228266134
8,-9.71793442708377
9,-9.695312183428165
10,-9.673247666573573
11,-9.651329536120745
12,-9.627988243782829
13,-9.599973180527169
14,-9.56171278542402
15,-9.505321946131714
16,-9.434687809846002
17,-9.38180324507446
18,-9.357021503955103
19,-9.344994848130158
20,-9.339695144079501
21,-9.337535488565912
22,-9.336632631919745
23,-9.336032328293399
24,-9.33547990607364
25,-9.334942760013643
26,-9.334416455512878
27,-9.333922026842384
28,-9.33349049010069
29,-9.333138309900837
30,-9.332864295864223
31,-9.33265756314295
32,-9.332504519501935
33,-9.33239242587011
34,-9.332310680795763
35,-9.33225100173346
36,-9.332207162025888
37,-9.332174599879442
38,-9.332150035673223
39,-9.332131146482572
40,-9.332116307402165
41,-9.332104393694987
42,-9.332094633150264
43,-9.332086497933505
44,-9.332079626684555
45,-9.33207376939145
46,-9.332068749169663
47,-9.332064436393047
48,-9.332060731673618
49,-9.332057555025076
50,-9.332054839217081
51,-9.33205252586566
52,-9.332050563230855
53,-9.332048905020844
54,-9.332047509746108
55,-9.332046340342227
56,-9.332045363899438
