,0
0,-35.52000668120468
1,-6.488695174079525
2,-4.947841448653525
3,-4.235446601331576
4,-4.100876113371639
5,-4.080906743580343
6,-4.074316884939744
7,-4.070718211797125
8,-4.068252485178318
9,-4.066390676647953
10,-4.064898944277205
11,-4.0636379517574035
12,-4.062507118648715
13,-4.061446077143874
14,-4.060453417498613
15,-4.059523951645563
16,-4.058645585267027
17,-4.057822149435796
18,-4.057066137775972
19,-4.056385367792197
20,-4.055778261959433
21,-4.055237030075776
22,-4.054751548731041
23,-4.05431112540041
24,-4.053905242705727
25,-4.053524560982809
26,-4.05316239205613
27,-4.052815821803095
28,-4.052485297742661
29,-4.052172593942384
30,-4.05187885863399
31,-4.051604488395534
32,-4.0513503924996535
33,-4.0511185860885845
34,-4.050911107739501
35,-4.050728489120683
36,-4.0505693464655605
37,-4.05043109958272
38,-4.05031087091068
39,-4.050205992641287
40,-4.050114136662678
41,-4.0500332647791915
42,-4.049961533755464
43,-4.049897206070217
44,-4.0498385779963995
45,-4.049783931038241
46,-4.049731523719892
47,-4.049679657514017
48,-4.049626859809996
49,-4.0495722017000375
50,-4.049515677766133
51,-4.049458435421732
52,-4.049402584776655
53,-4.049350521774208
54,-4.049304088151237
55,-4.0492640674622615
56,-4.0492302364695725
57,-4.049201771717462
58,-4.049177675504492
59,-4.049157034889421
60,-4.049139108708404
61,-4.0491233122753805
62,-4.049109160600281
63,-4.049096198903927
64,-4.049083924847557
65,-4.04907169618818
66,-4.049058622216005
67,-4.049043469002009
68,-4.049024690420198
69,-4.0490008191603195
70,-4.048971421241328
71,-4.048938210295161
72,-4.048904978086884
73,-4.048875638126617
74,-4.048852141772082
75,-4.04883426165309
76,-4.048820724283777
77,-4.048810212454916
78,-4.048801749222139
79,-4.048794703483996
80,-4.048788686904901
81,-4.048783458883441
82,-4.048778863740763
83,-4.04877479422365
84,-4.048771171437588
85,-4.048767933976167
86,-4.048765031942827
87,-4.04876242352071
88,-4.048760072864435
89,-4.048757948679641
90,-4.048756023157035
91,-4.048754271076171
92,-4.048752668965386
93,-4.048751194238178
94,-4.048749824245585
95,-4.048748535206567
96,-4.048747301025846
97,-4.048746092113315
98,-4.048744874527636
99,-4.04874361012366
100,-4.048742258865492
101,-4.048740784822284
102,-4.048739166889895
103,-4.048737412897249
104,-4.048735571163455
105,-4.048733729644326
106,-4.048731995864112
107,-4.048730463530439
108,-4.048729184190556
109,-4.0487281598138924
110,-4.0487273560508275
