,0
0,-87.26117976416575
1,-11.635634277346373
2,-11.113334108018877
3,-10.842954273354525
4,-10.684342046913471
5,-10.58328163755054
6,-10.514448245238238
7,-10.464914183701572
8,-10.427603637927099
9,-10.398417413907262
10,-10.374865125050333
11,-10.355370415483561
12,-10.338898273454665
13,-10.32474580758235
14,-10.312420240154022
15,-10.301565462992412
16,-10.291916625347039
17,-10.283271397812417
18,-10.275471407444412
19,-10.268390006216116
20,-10.261924052315178
21,-10.255988272943759
22,-10.250511311358661
23,-10.24543288822324
24,-10.24070171124501
25,-10.236273895744171
26,-10.232111740847587
27,-10.228182758769579
28,-10.224458888811455
29,-10.220915849956397
30,-10.217532600463775
31,-10.21429088236279
32,-10.211174834949484
33,-10.208170665451682
34,-10.205266367710715
35,-10.20245148154902
36,-10.19971688678068
37,-10.197054626784867
38,-10.194457757321889
39,-10.19192021689853
40,-10.18943671552435
41,-10.187002639168865
42,-10.18461396764824
43,-10.182267204048763
44,-10.179959314134136
45,-10.177687674471107
46,-10.175450028211321
47,-10.173244447535295
48,-10.171069301642934
49,-10.16892322884687
50,-10.16680511088173
51,-10.164714047250502
52,-10.162649327728777
53,-10.160610402500307
54,-10.158596851978935
55,-10.15660836169398
56,-10.154644710169467
57,-10.152705776800303
58,-10.150791569249378
59,-10.148902256034734
60,-10.147038178379734
61,-10.145199820538538
62,-10.143387742660945
63,-10.141602504595035
64,-10.13984461014582
65,-10.138114482325468
66,-10.13641246205455
67,-10.13473881743263
68,-10.133093754489773
69,-10.131477425724807
70,-10.129889936055584
71,-10.128331346960156
72,-10.126801679604702
73,-10.125300917445914
74,-10.123829008531096
75,-10.12238586758097
76,-10.12097137789673
77,-10.1195853931325
78,-10.118227738982075
79,-10.116898214828941
80,-10.115596595399115
81,-10.114322632440965
82,-10.113076056439683
83,-10.111856578359944
84,-10.110663891399966
85,-10.109497672734767
86,-10.108357585224304
87,-10.107243279063715
88,-10.106154393355844
89,-10.105090557590794
90,-10.104051393021813
91,-10.103036513931587
92,-10.102045528787134
93,-10.10107804128486
94,-10.100133651290406
95,-10.09921195567966
96,-10.098312549088888
97,-10.097435024582648
98,-10.096578974248462
99,-10.09574398972715
100,-10.094929662687344
101,-10.09413558525207
102,-10.09336135038472
103,-10.092606552240648
104,-10.091870786490166
105,-10.091153650617596
106,-10.090454744200416
